method,sequence,HOTA(0),LocA(0),HOTA___AUC,DetA___AUC,AssA___AUC,MOTA,IDF1,CLR_F1,IDSW,Frag
ByteTrack,pig_5,0.8554974237845937,0.8534783587436351,0.727837479757376,0.772503937489561,0.6859420138136539,0.9105705925384052,0.8866156787762907,0.954302103250478,11,426.0
FAWW-Track,pig_5,0.8554974237845937,0.8534783587436351,0.727837479757376,0.772503937489561,0.6859420138136539,0.9105705925384052,0.8866156787762907,0.954302103250478,11,426.0
