method,sequence,HOTA(0),LocA(0),HOTA___AUC,DetA___AUC,AssA___AUC,MOTA,IDF1,CLR_F1,IDSW,Frag
ByteTrack,pig_2,0.8235171929319739,0.7948218225604986,0.6513237793555388,0.6804108075083615,0.6265637943146367,0.8547763666482606,0.841642228739003,0.9296187683284456,23,149.0
FAWW-Track,pig_2,0.8415183261962403,0.8481152221166246,0.7162725846459725,0.7599683497228353,0.6782826127153261,0.8972943125345113,0.8678044547295343,0.9516922186867226,19,150.0
