method,sequence,HOTA(0),LocA(0),HOTA___AUC,DetA___AUC,AssA___AUC,MOTA,IDF1,CLR_F1,IDSW,Frag
ByteTrack,pig_3,0.9096932189092336,0.8917438298080951,0.8132386584253204,0.8157300082049361,0.8109596405076553,0.9127348025440024,0.9463527595522964,0.9546893091470476,3,514.0
FAWW-Track,pig_3,0.9096932189092336,0.8917438298080951,0.8132386584253204,0.8157300082049361,0.8109596405076553,0.9127348025440024,0.9463527595522964,0.9546893091470476,3,514.0
