method,sequence,HOTA(0),LocA(0),HOTA___AUC,DetA___AUC,AssA___AUC,MOTA,IDF1,CLR_F1,IDSW,Frag
ByteTrack,pig_1,0.6857171648415075,0.7776943545300152,0.5173053018594621,0.678177615365874,0.3950565518667754,0.8658025162028212,0.6417880662542407,0.9359409299541008,31,221.0
FAWW-Track,pig_1,0.6857171648415075,0.7776943545300152,0.5173053018594621,0.678177615365874,0.3950565518667754,0.8658025162028212,0.6417880662542407,0.9359409299541008,31,221.0
