method,sequence,HOTA(0),LocA(0),HOTA___AUC,DetA___AUC,AssA___AUC,MOTA,IDF1,CLR_F1,IDSW,Frag
ByteTrack,pig_2,0.8769339987332297,0.8591459891345733,0.7530579362630909,0.7767818349531682,0.7307114471949966,0.9117376082550211,0.9062545139390438,0.954595791805094,15,832.0
FAWW-Track,pig_2,0.8769339987332297,0.8591459891345733,0.7530579362630909,0.7767818349531682,0.7307114471949966,0.9117376082550211,0.9062545139390438,0.954595791805094,15,832.0
